patch_Defects4J_Closure_55_0_366.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(2), 4,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_54.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_529.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(1), 9,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_350.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_264.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_159.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_97.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_549.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_567.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(4)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_155.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_422.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_469.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_161.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_435.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_103.patch,Closure55,GenProg,2,succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_208.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_121.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(5)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_285.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(4)Node.java;(2), 9,;testReplaceSetter2;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_246.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_280.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(2), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_111.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(1), 8,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1
patch_Defects4J_Closure_55_0_238.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1
patch_Defects4J_Closure_55_0_179.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(2), 5,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_521.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(5)Node.java;(2), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_22.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_9.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(2), 9,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_46.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_553.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_385.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1
patch_Defects4J_Closure_55_0_244.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_152.patch,Closure55,GenProg,2,succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_299.patch,Closure55,GenProg,1,succeeded,FunctionRewriter.java;(3), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_192.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(2), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_415.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(1)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_397.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_554.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(2), 8,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1
patch_Defects4J_Closure_55_0_32.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_17.patch,Closure55,GenProg,2,succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_3.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_333.patch,Closure55,GenProg,1,succeeded,FunctionRewriter.java;(3), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_566.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_402.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(2)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_123.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(1), 9,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_65.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_370.patch,Closure55,GenProg,2,succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_336.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_267.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_25.patch,Closure55,GenProg,2,succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2), 9,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_559.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_510.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_466.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_203.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testReplaceReturnConst1
patch_Defects4J_Closure_55_0_235.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(5)Node.java;(2), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_76.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(2)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_437.patch,Closure55,GenProg,1,succeeded,FunctionRewriter.java;(2), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_260.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(2), 8,;testReplaceSetter2;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_419.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_530.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(3)Node.java;(1), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_98.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(5)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_542.patch,Closure55,GenProg,2,succeeded;succeeded,FunctionRewriter.java;(4)Node.java;(2), 8,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1
patch_Defects4J_Closure_55_0_80.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(1), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
patch_Defects4J_Closure_55_0_7.patch,Closure55,GenProg,3,succeeded;succeeded;succeeded,AstValidator.java;(1)FunctionRewriter.java;(3)Node.java;(2), 9,;testReplaceReturnConst1;testReplaceReturnConst3;testReplaceGetter1;testReplaceSetter1;testReplaceSetter2;testReplaceEmptyFunction1;testReplaceEmptyFunction3;testReplaceIdentityFunction1;testUnnormalizeNodeTypes
